convocado_convId,convocados_playerId
1,1
1,10
1,5
1,4
1,6
1,2
1,9
1,7
1,3
1,8
1,12
1,13
2,1
2,10
2,2
2,3
2,4
2,6
2,5
2,7
2,16
2,14
2,9
2,8
3,1
3,10
3,5
3,4
3,6
3,2
3,11
3,7
3,13
3,3
3,15
3,12
4,1
4,10
4,5
4,6
4,2
4,7
4,3
4,9
4,8
4,14
4,15
4,12
5,1
5,10
5,2
5,3
5,5
5,4
5,9
5,7
5,8
5,12
5,16
5,13
6,10
6,1
6,2
6,6
6,13
6,8
6,5
6,4
6,3
6,7
6,15
6,14
7,1
7,2
7,3
7,12
7,6
7,5
7,4
7,8
7,7
7,11
7,9
7,10
